Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Ecuador,ECU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.475621103,1.472916812,1.54385718,1.522524059,1.656730397,1.80942515,2.038178307,2.08127604,2.005788178,1.741050589,1.746326201,1.887817551,1.849186987,1.853970282,1.934302739,2.04938088,2.150750801,2.149898549,2.186000158,2.340130746,2.485058792,2.434746077,2.395393982,2.524965244,2.619376799,2.56361149,2.421594059,2.308805685,2.359001713,2.265370728
"Egypt, Arab Rep.",EGY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.533698636,1.524798267,1.515274214,1.509558146,1.400220056,1.460565935,1.509032346,1.583133275,1.621423928,1.667050815,1.605825955,1.739088397,1.739930932,1.751108308,1.86397673,2.051462096,2.117706795,2.23063453,2.265376517,2.311784139,2.295753099,2.306837216,2.356412911,2.290263794,2.292234208,2.315505548,2.31730464,2.379717623,2.389706724,2.361040835
Euro area,EMU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.430713576,8.43633365,8.160597992,7.958200488,7.929589624,8.069415931,8.227711814,8.120226292,8.235214616,8.161059172,8.192493882,8.306889198,8.281135589,8.411657923,8.406474128,8.337399762,8.249239267,8.095211863,7.884644822,7.270014011,7.440396031,7.188388714,7.084353003,6.915715129,6.52364924,6.646929102,6.622929391,6.6185962,6.435645269,6.111383515
Eritrea,ERI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,0.22902913,0.317953951,0.357405141,0.370847665,0.384263228,0.362198519,0.2626194,0.275835495,0.267460132,0.28433012,0.266936328,0.260044697,0.246096834,0.211884466,0.180549719,0.174289375,0.149711602,0.152405016,0.158844779,0.177704615,0.190616973,0.194153135,0.195581358,0.194610422,0.196119982,0.211955911,0.246707621,0.25151351
Spain,ESP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.530352721,5.699785887,5.934211892,5.540472762,5.776362895,6.05602903,5.76863509,6.206095959,6.369906713,6.890852536,7.230107062,7.216328687,7.548593756,7.553396348,7.817921309,8.029202013,7.698212561,7.842252141,7.056387715,6.200856827,5.866642426,5.87043563,5.756946794,5.208274629,5.184067004,5.51794436,5.314294581,5.654254455,5.492571471,5.09135092
Estonia,EST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,22.4831663,20.20093332,15.53723817,12.2747181,12.18449875,11.31812278,12.15037645,11.98255135,11.71585305,10.9980694,10.68014331,11.07977365,10.83843826,12.35846893,12.49128506,12.71797866,11.86507343,14.90288476,13.76122746,11.27750545,14.26988866,13.68801133,12.7693736,14.65860673,13.64730803,11.81383402,12.15239497,12.68422805,11.58870366,7.672029278
Ethiopia,ETH,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.048247556,0.046658388,0.029224276,0.036065062,0.040632712,0.044713899,0.048359119,0.049972662,0.051159002,0.048864756,0.053109068,0.063750624,0.064299894,0.068608442,0.070782567,0.065186577,0.067761688,0.072686309,0.076934833,0.075268932,0.072502913,0.082119038,0.089781732,0.103827221,0.123713286,0.125790592,0.142174388,0.146213488,0.15513441,0.160882449
European Union,EUU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.476123801,8.357354025,8.061281761,7.891805384,7.842845013,7.957539679,8.172249609,7.998186278,7.969708228,7.822283389,7.831464047,7.953964519,7.91646485,8.098792959,8.080681535,8.007683291,8.002016095,7.883000047,7.681154344,7.096767867,7.277027299,7.074828682,6.930204539,6.739809643,6.394863057,6.513484063,6.520784391,6.558763845,6.403295263,6.091126154
Fragile and conflict affected situations,FCS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.913006551,0.892193329,0.932810705,0.917195509,0.887831828,0.911348379,0.930379711,0.954474869,0.88070339,0.827678875,0.867449435,0.882960265,0.843632662,0.832133546,0.831822777,0.852608511,0.82357721,0.780578681,0.815065786,0.795017619,0.837865619,0.807017252,0.85283153,0.855250994,0.844950267,0.784072245,0.775647934,0.780095804,0.771002029,0.76134172
Finland,FIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.94169357,10.99578359,10.36891768,10.55177326,11.77792413,10.98126587,12.20979777,11.79415293,11.11284025,10.93994472,10.64485611,11.77523242,12.1985969,13.75595751,12.94525129,10.57167065,12.72627915,12.30921631,10.6636072,10.14821304,11.65875348,10.22962444,9.126387978,9.22784648,8.451871908,7.814537356,8.316193077,7.810154155,8.082639791,7.372854761
Fiji,FJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.884127981,0.866427465,0.91503052,0.886976399,0.885176207,0.896186286,0.966683322,0.932172633,0.896864292,0.910833084,0.972962454,1.236152712,1.03542689,1.223339872,1.696100387,1.474415419,1.562707011,1.414700297,1.081706809,1.076124165,1.281528606,1.221989216,1.130552436,1.23706419,1.408973701,1.504579149,1.655104507,1.79539267,1.773674744,1.774700174
France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.137338876,6.50043973,6.263217621,5.911735165,5.805056788,5.915659298,6.156649014,5.987499338,6.331489203,6.196241531,6.124614634,6.138928383,6.001983055,6.050888623,6.023792418,6.024207509,5.839386178,5.667293697,5.560603924,5.311780898,5.347945928,5.128759961,5.153951699,5.129519032,4.616052854,4.677807228,4.70474678,4.749542598,4.572030089,4.459547465
Faroe Islands,FRO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,1.069071754,1.037442233,1.010620705,1.087665869,1.083179131,1.079787282,1.166903039,1.165511615,1.163737926,1.339907814,1.250089297,1.43106298,1.435775915,1.442220988,1.269254137,1.27816529,1.103915195,1.205176653,1.022418852,1.112274855,1.201123468,1.289027618,1.284120933,1.370338619,1.546509,1.629991915,1.532511803,1.616103639
Gabon,GAB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.17078659,4.514873836,4.366492328,4.364598879,4.224536878,4.643642755,5.049534982,4.712639197,5.281725066,4.859908895,4.776363286,4.768136906,4.442138933,4.672090396,4.297478779,4.155372494,3.620550388,3.187561578,3.293795278,3.144764275,3.366245922,3.260931007,3.048938128,3.043802346,3.030218312,3.016982301,3.077356731,2.490403966,2.335753584,2.340839626
United Kingdom,GBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,9.812990193,9.93784978,9.688886854,9.379643108,9.248649611,9.079951871,9.377833976,8.988638193,8.993429855,8.908112348,9.014558285,9.222987414,8.940301425,9.104141448,9.053158584,8.955450044,8.908600278,8.650989769,8.337891639,7.490653988,7.686282334,7.043919991,7.343460282,7.075818333,6.43320778,6.159448333,5.804004752,5.555651514,5.427748177,5.220514488
Georgia,GEO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.974177426,5.275129759,4.118190212,3.276251756,2.158775007,1.756223321,1.41594528,1.268990897,1.175886457,1.08727237,1.169940333,0.876849261,0.743996199,0.799648581,0.858087124,1.086491596,1.211231833,1.458489553,1.25764955,1.473356725,1.404919111,1.735685448,1.928196034,2.108848922,2.277240519,2.469615623,2.588862958,2.609975618,2.568059536,2.717624226
Ghana,GHA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.180617806,0.161580755,0.189637096,0.191664885,0.203041467,0.212743093,0.229208569,0.235383763,0.325946844,0.343123101,0.291881692,0.307493071,0.357928661,0.334747424,0.304933098,0.312931293,0.36842083,0.38467508,0.355996418,0.401190161,0.437541448,0.448371612,0.543956555,0.5678351,0.535175506,0.546570367,0.543744838,0.562830149,0.605105683,0.635740643
Gibraltar,GIB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.157377586,0.154177904,0.153684138,0.153276346,0.154225107,0.155322188,0.160091317,0.164481947,0.170158567,0.174925751,0.17872207,0.185893039,0.190025635,0.193792844,0.197521736,0.200216326,0.203630515,0.207393214,0.20552599,0.211548903,0.243410204,0.248866979,0.229870314,0.197188175,0.197646507,0.218475864,0.236359356,0.272858221,0.298689018,0.306735631
"Gambia, The",GMB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.182584162,0.184580854,0.177438358,0.179746968,0.174146392,0.177111552,0.171999969,0.174639067,0.176966485,0.186179868,0.166951992,0.20953747,0.197080199,0.191539455,0.198483458,0.198751128,0.210367134,0.232310015,0.236193401,0.260899341,0.227123149,0.225201324,0.223191113,0.207071588,0.237549323,0.235228001,0.228723718,0.226778139,0.224956609,0.23117857
Guinea-Bissau,GNB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.174618484,0.171050937,0.175969592,0.170331797,0.16519566,0.161113906,0.157811125,0.172051447,0.143572472,0.157483709,0.121867101,0.119295678,0.116669964,0.144414977,0.14847711,0.152205563,0.155576974,0.158558144,0.147806649,0.150602807,0.153137399,0.14915939,0.151266067,0.147253458,0.154877885,0.156519105,0.168978586,0.164908881,0.166237649,0.167473846
Equatorial Guinea,GNQ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.128880096,0.144884941,1.795210379,1.845316356,1.907435666,1.961693476,2.042662465,2.724705649,3.128304967,4.931079387,3.240984734,4.72701489,6.139647288,6.344334268,7.502828457,9.621544506,10.34881114,9.00071032,9.829431946,9.303564519,9.090709577,8.728031196,8.226963408,7.379771472,6.107244959,4.877603465,4.760791555,3.998086565,4.280699257,3.444876441
Greece,GRC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.416057913,7.346951195,7.51798648,7.465286989,7.583999957,7.842151122,7.800128195,7.856482991,8.127412607,8.121394969,8.741595261,8.894202354,8.860741473,9.17087841,9.113529104,9.278882623,9.137630592,9.441123453,9.064040878,8.529742762,7.874949777,7.61375705,7.251237354,6.609996229,6.385178661,6.28506954,6.203617147,6.211250289,6.0580184,5.59618907
Grenada,GRD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.110583864,1.202911045,1.682501979,1.468098226,1.550778297,1.633672881,1.812181676,1.894854523,2.071563089,2.059481572,1.954724849,2.130892381,2.217479231,2.299061983,2.100149788,2.267491429,2.34259551,2.506153513,2.578281901,7.152381058,2.542989606,2.697575683,3.537166095,2.736328982,2.119146916,2.269289046,2.333994642,2.398259952,2.626438327,2.688960701
Greenland,GRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.434248626,0.433481836,0.5060742,0.521928185,0.540970172,0.617296792,0.587456968,0.607135726,0.75048331,0.724953006,0.81278639,0.826344294,0.861904487,0.848950174,0.847650879,0.890464915,0.871846874,0.920826905,0.818091212,0.846417112,0.802261619,0.808455576,0.821948809,0.864132971,0.911388463,1.049628082,1.105025419,1.029997461,1.120698338,1.162970924
Guam,GUM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.566021876,1.532060379,1.449668321,1.458800919,1.881138716,2.035416243,2.096683657,2.277509199,2.312682619,2.295472115,2.186941325,2.158437186,2.130673417,2.130003872,2.196143148,1.948114369,1.753768351,2.128163018,2.121593879,2.169694027,2.353155087,2.458917328,2.688294895,2.649112974,2.742589274,2.754853673,3.267082718,3.236152711,3.297204014,3.568061597
High income,HIC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,11.35893699,11.26147338,11.20510189,11.19983788,11.29781184,11.38735738,11.65795714,11.8061564,11.72304426,11.71833526,11.92183511,11.91469944,11.75776916,11.8947949,11.94725205,11.90670159,11.76776332,11.81964757,11.48867034,10.7618129,11.14056914,10.90302069,10.7198981,10.73075879,10.50182189,10.41209426,10.27383231,10.1608903,10.12438028,9.811360288
"Hong Kong SAR, China",HKG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.484838026,0.471436073,0.510779315,0.527575748,0.574922686,0.665768424,0.652550384,0.657540097,0.741851875,0.733322887,0.749617868,0.848218471,0.867532759,0.934478092,1.023917541,0.921395422,1.029024401,1.077675678,1.060261243,0.974955329,0.967940499,1.021745008,1.05091152,1.04568224,1.036389093,1.068373228,1.000972673,0.961893862,1.026258974,1.026225098
Heavily indebted poor countries (HIPC),HPC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.170905619,0.172499622,0.164926244,0.153208529,0.150292048,0.154406951,0.158808265,0.165195868,0.169464677,0.170706465,0.167681168,0.171645548,0.175026816,0.177721541,0.182191623,0.185879068,0.196708482,0.204030577,0.208770276,0.216515447,0.229097823,0.2381007,0.24764769,0.250211058,0.257183095,0.266321288,0.273145169,0.274432354,0.280627731,0.280603324
Croatia,HRV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.257574464,3.143512656,3.286844013,3.377920874,3.196458144,3.346298617,3.348623038,3.764123733,4.088580768,4.104066904,4.037327826,4.465488057,4.713895971,5.021612128,4.901733118,4.976630894,5.012573327,5.308317229,5.042108344,4.717571565,4.530399209,4.445615774,4.079616457,3.997002654,3.831644469,3.948992432,4.043744105,4.221085948,4.019234669,4.063707833
Haiti,HTI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.147285379,0.141521684,0.124899733,0.093929436,0.025380402,0.117996947,0.136411726,0.160451346,0.162512951,0.168109382,0.175832588,0.187975932,0.211278684,0.205396008,0.186352955,0.186569217,0.185619099,0.217602995,0.212004972,0.204508688,0.249926855,0.271239243,0.239401567,0.258254253,0.290029328,0.310495591,0.313612773,0.306529824,0.298753559,0.297479358
Hungary,HUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.498947174,6.222646384,5.593412349,5.636482777,5.586195195,5.56009242,5.668572484,5.538125216,5.586091557,5.65663788,5.350127818,5.524375965,5.473190665,5.74457771,5.575263133,5.543733303,5.506698601,5.355128938,5.280833386,4.773188743,4.787989094,4.704300453,4.377864468,4.120050589,4.11798843,4.407180501,4.50885432,4.744601547,4.746529359,4.74663103
IBRD only,IBD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.574563392,2.562949778,2.519285837,2.498700415,2.447000378,2.524735604,2.514018275,2.511345753,2.499236409,2.465087799,2.530166378,2.57737388,2.647031747,2.831282017,3.033309909,3.215105292,3.399687003,3.57129076,3.642285026,3.698593266,3.936508618,4.162380544,4.24389886,4.317701034,4.321342065,4.24235913,4.216043538,4.282216033,4.398494591,4.432463482
IDA & IBRD total,IBT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.166840896,2.155691334,2.115241587,2.091222176,2.041107182,2.099616541,2.090613423,2.08421274,2.071892731,2.041415149,2.089781543,2.122933113,2.170056653,2.308116164,2.461746938,2.597453746,2.735080524,2.860500226,2.907917222,2.93978442,3.116442307,3.279966674,3.330223895,3.378628909,3.375261779,3.307792028,3.285689421,3.331304782,3.407282337,3.423772007
IDA total,IDA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.496582767,0.502671723,0.492620404,0.474103439,0.448962224,0.451140106,0.468021466,0.465826222,0.471090021,0.473232177,0.480374612,0.483878905,0.473138232,0.47197587,0.481842959,0.485641691,0.493279434,0.495718118,0.496826408,0.481130548,0.496138858,0.498339426,0.484665171,0.485480066,0.491317389,0.49032028,0.514387116,0.534686446,0.531735137,0.540054105
IDA blend,IDB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.991076435,1.020590883,1.032033616,1.005074015,0.934255824,0.923374043,0.956819084,0.938123789,0.937634936,0.938901881,0.959527124,0.955660263,0.916856739,0.901010172,0.918187267,0.895960187,0.898379266,0.881643523,0.874720664,0.824125766,0.844877813,0.846325348,0.80083727,0.817228598,0.820332638,0.806049777,0.843831596,0.862140449,0.835724437,0.850055507
Indonesia,IDN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.815382646,0.876127126,0.909585494,0.965331276,1.021810388,1.128897835,1.175525369,1.276267134,1.263858872,1.324569161,1.311004933,1.391260695,1.388546382,1.496726885,1.510321821,1.495377193,1.572364309,1.617826618,1.580841723,1.622864464,1.702837906,1.923555566,1.924325888,1.768585051,1.888578445,1.885623811,1.842694957,1.955849726,2.160470329,2.299255915
IDA only,IDX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.246338071,0.239232292,0.218002675,0.204260503,0.202374543,0.210965932,0.218897474,0.224660371,0.232412129,0.234605711,0.233947853,0.240401129,0.244267508,0.251103244,0.257300691,0.274665002,0.285167914,0.297492315,0.302508222,0.30449859,0.31617928,0.318569344,0.321488464,0.314371014,0.321858133,0.32814001,0.345833088,0.367837741,0.377399628,0.383180745
Isle of Man,IMN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.647456601,0.683093123,0.690070414,0.703134979,0.725618961,0.765193374,0.787231553,0.817361273,0.818721061,0.866246952,0.885079459,0.8837495,0.897239655,0.905455814,0.955472924,0.984264565,1.036537982,1.123601911,1.180358765,1.278872708,1.338031401,1.396875309,1.498202508,1.527674907,1.642467654,1.631321083,1.639915139,1.713496761,1.791032878,1.775922673
Not classified,INX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.810537585,8.904331489,8.855028763,8.850025208,9.141078424,9.268903784,9.572482275,9.789963505,10.34827522,10.6450807,11.17688705,11.5926495,11.17258201,11.0320952,10.97963685,11.21417451,11.05861518,10.5388979,10.19702642,8.943031474,8.813296615,8.008586809,8.072558903,7.723057986,7.628162753,7.881824817,8.163462657,7.858737173,7.737323783,7.245143221
"Iran, Islamic Rep.",IRN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.557216183,3.778180098,3.935355673,3.961648339,4.445889306,4.466170788,4.542489739,4.679857645,4.585305457,5.015297075,5.194190324,5.310398069,5.493625921,5.735732698,6.047637995,6.423102693,6.793052683,7.109294141,7.13395315,7.296426092,7.179810332,7.231182918,7.230830454,7.4395614,7.570501722,7.325759038,7.288890815,7.412808941,7.445084604,7.277950876
Iraq,IRQ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.636233695,2.552338631,3.662634487,4.641420229,5.043442899,4.776871369,4.569457135,5.324939534,3.981176297,3.052382853,3.558021245,3.83667478,3.472055332,3.002716401,3.162718155,2.966338012,2.870031378,2.67437646,3.016594225,3.110035741,3.471947451,3.491252948,3.809304785,3.920319885,3.647695347,3.526952108,3.675389044,3.914070007,4.019393455,4.199836721
Iceland,ISL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.65228038,7.408930282,7.431327258,7.507820647,7.856522605,7.477530022,8.441297654,7.929833879,7.84536959,7.642917143,7.930157714,7.579798434,7.790681127,7.702377441,7.94319225,7.717349417,7.669973612,7.638831305,6.868002252,6.624824238,6.162727567,5.924504836,5.799523611,6.269999047,6.261721492,6.227045154,4.859303764,4.863133247,4.819673475,4.548442258
Israel,ISR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.255364807,6.975146494,7.195002928,7.698156244,8.031116873,8.436429216,8.56113844,8.733721727,8.625020935,8.649795918,9.063444109,8.999844696,9.296803932,9.406998865,9.275958268,8.803624525,9.120036553,9.275636617,9.127353202,8.780859698,9.250222551,8.990702786,9.615068271,8.313170792,7.877600353,7.892507176,7.603557613,7.529868203,6.87621041,6.919593718
Italy,ITA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.145018163,7.119107279,7.082581542,6.984291424,6.901240953,7.32562417,7.248469279,7.303872086,7.492433586,7.607835904,7.662168039,7.662604587,7.77212967,8.064459636,8.18925745,8.173783064,8.025766415,7.860767964,7.564248487,6.71897022,6.836836177,6.680594198,6.327708948,5.751905744,5.38747546,5.563259469,5.498165145,5.437857589,5.37687093,5.311315442
Jamaica,JAM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.122870533,3.072308714,3.347608247,3.383403916,3.373343821,3.459032778,3.569039999,3.600847608,3.772461574,3.843974685,3.85115257,3.839407634,3.885159978,3.994678346,3.967681858,3.944916277,4.483838262,4.449839705,3.548017881,2.894503827,2.736022153,2.742001752,2.521906358,2.668465872,2.58211134,2.537176489,2.700971805,2.570880748,3.062057218,2.981761622
Jordan,JOR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.852967043,2.667482003,3.085169026,2.993307504,3.036347818,3.050561943,3.009541135,3.03570278,3.017915727,2.955092889,3.21784812,3.147205959,3.197781918,3.207862147,3.358383826,3.499142708,3.319865151,3.257919247,3.016792305,3.04697606,2.914333987,2.919839469,3.344489605,3.092992142,2.951019001,2.665825118,2.490803465,2.559865326,2.369055498,2.302152439
Japan,JPN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.831775701,8.905650027,8.961703838,8.873018289,9.273035198,9.332839199,9.420310599,9.302379082,8.942325949,9.202485963,9.323415561,9.204791229,9.467613289,9.51275428,9.469634517,9.49198928,9.303737228,9.570784184,9.044142107,8.598248928,9.030061533,9.493010565,9.822297325,9.908431318,9.562839774,9.276629423,9.189697811,9.098304984,8.801681435,8.540980205
Kazakhstan,KAZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,14.51247859,14.97534208,15.44123931,13.38406629,12.33574177,11.07974884,9.846435028,8.623745101,9.012954131,8.215898128,8.072629613,7.903981166,8.820274326,9.802120407,10.52622175,11.17116807,12.1047148,12.81242182,15.34074602,13.27361979,14.07314044,14.82436446,14.56638251,15.26278838,12.10241477,10.87226272,11.36053552,11.89614517,11.8513159,11.45693783
Kenya,KEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.265086292,0.246255629,0.241323282,0.230782894,0.224613817,0.236993741,0.252392332,0.234097384,0.245732517,0.249957209,0.269678019,0.239305595,0.22635876,0.193383381,0.213843272,0.232123354,0.251860162,0.246340428,0.252890663,0.290106809,0.304447042,0.305616412,0.27786794,0.314785777,0.33055605,0.367330896,0.39900057,0.387757343,0.350126986,0.437279031
Kyrgyz Republic,KGZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.18309346,4.574782687,3.056207645,2.238359865,1.450687692,1.008683449,1.246651111,1.211566306,1.266512896,0.989587637,0.95337253,0.802814908,0.995852243,1.108401275,1.089192302,1.026614534,1.019469602,1.228076796,1.411999216,1.255735372,1.165586722,1.38178651,1.794121918,1.639974843,1.663953395,1.724051177,1.595525916,1.521409491,1.779275005,1.556643256
Cambodia,KHM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.141401318,0.140398442,0.138914399,0.134718921,0.139145438,0.134621203,0.136819555,0.143462372,0.161109572,0.16051761,0.161731638,0.174255677,0.175930498,0.18611621,0.182846672,0.200806509,0.219620758,0.266865174,0.291166993,0.335552928,0.357850692,0.367781146,0.383454258,0.382674739,0.456911671,0.546780459,0.708498844,0.801607535,0.909814876,0.998288121
Kiribati,KIR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.266226506,0.261055709,0.256736114,0.379300317,0.37376657,0.368183994,0.362178868,0.355838117,0.349629975,0.343685917,0.33773895,0.331378202,0.432900423,0.424169149,0.519620892,0.713092379,0.699419485,0.588246815,0.577111735,0.566059084,0.462984404,0.455079145,0.537547695,0.529516099,0.521807181,0.514107968,0.590652505,0.747744334,0.736130112,0.724398577
St. Kitts and Nevis,KNA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.706959346,2.713235657,3.667481663,3.377807803,3.571343539,3.525264395,3.480520686,3.665017409,4.069635994,4.015616286,4.179406524,4.566607228,4.971468186,4.953587133,5.152425819,4.708400189,4.906771433,5.317451877,5.301552295,14.80353568,5.062970585,5.884701902,7.123850306,4.815039759,4.812823122,5.021971011,5.022181188,5.022496487,5.234396265,5.239771965
"Korea, Rep.",KOR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.77756339,6.346819075,6.790030585,7.41266563,7.936106147,8.547004567,9.005884083,9.39295698,7.919587271,8.620949108,9.714493739,9.954155954,9.717757697,9.723895501,10.10575182,9.982450603,10.07157738,10.34618659,10.49685145,10.68065582,11.60791602,11.98478721,11.9586009,11.89000868,11.58874374,11.91474367,12.02472517,12.20028602,12.22524582,11.79932538
Kuwait,KWT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,17.39168853,5.837999253,14.22283762,18.58923771,22.34468706,21.90038557,20.91799652,21.17551951,23.15415291,24.36313103,25.75842382,26.70617782,27.15198673,27.65635641,28.74880245,31.27400458,30.64640962,28.16374324,28.60882646,27.77628786,27.42447778,26.49320522,25.13062344,23.95710116,22.74839528,22.77458422,22.61563259,21.99566423,21.16888653,20.86194896
Latin America & Caribbean (excluding high income),LAC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.849874097,1.882314206,1.878136296,1.896805227,1.965956068,1.962663914,2.052561895,2.145363661,2.207027925,2.161486402,2.213039988,2.183684121,2.152436815,2.168986274,2.235635142,2.273657035,2.320119692,2.379227097,2.410949559,2.315799837,2.44628244,2.527013044,2.589701108,2.635431762,2.639373335,2.613683933,2.529793769,2.484712841,2.403438677,2.369150121
Lao PDR,LAO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.118207611,0.123951343,0.131547041,0.130194549,0.133112865,0.135973464,0.154641812,0.161148214,0.16199974,0.164792279,0.165719823,0.181169037,0.197998576,0.202142176,0.209772019,0.21527532,0.275788167,0.286359935,0.334101433,0.40770923,0.455449903,0.473791308,0.502396521,0.630232154,0.648588506,1.308302923,2.278214021,2.722238523,2.724839446,2.594268107
Lebanon,LBN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.563847845,1.919964742,1.874295637,2.705041065,2.898555198,3.358891212,3.500037058,3.926914115,3.891084105,4.009392897,3.626775836,3.848081655,3.787107049,3.864760432,3.908369958,3.721696518,3.438658305,3.127073966,3.815768478,4.423228132,4.175507548,4.198169516,4.532342973,4.092377097,4.008388389,4.221011641,4.443472189,4.79927816,4.66992989,4.83404537
Liberia,LBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.203644697,0.190796788,0.194872325,0.196926909,0.197628644,0.196039809,0.199640103,0.18881383,0.185660634,0.143382383,0.14852046,0.150923248,0.147030038,0.155582844,0.17934652,0.20512394,0.199687618,0.176175555,0.142710398,0.138281919,0.181594032,0.203293358,0.219311406,0.207800988,0.269947464,0.273180857,0.299611327,0.266853959,0.231112626,0.236696398
Libya,LBY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.750086087,6.637538574,5.925999253,6.728317239,8.325260875,9.186440155,9.425182145,8.608123539,8.412029644,8.544882778,8.675426157,8.425077276,8.434273928,8.826117039,8.52034502,9.076760663,8.859321795,8.100470003,8.552799602,8.86765846,9.172844934,6.779105676,9.817934821,9.792453881,9.511683299,8.289414376,8.110221452,8.648125225,8.740631096,8.646557823
