,last_updated,id_code,Country Name,Country Code,actor_type,isin_id,race_to_zero_member,end_target,end_target_percentage_reduction,end_target_baseline_year,end_target_intensity_unit,end_target_baseline_emissions,end_target_target_emissions,end_target_bau_emissions,end_target_other,Net-zero Target,Target Status,status_date,interim_target,interim_target_percentage_reduction,interim_target_baseline_year,interim_target_intensity_unit,interim_target_baseline_emissions,interim_target_target_emissions,interim_target_bau_emissions,interim_target_other,interim_target_year,end_target_text,interim_target_text,target_notes,source_url,gasses_coverage,territorial_emissions,consumption_emissions,international_aviation,international_shipping,scope_1,scope_2,scope_3,historical_emissions,coverage_notes,Detailed Plan,plan_options,Reporting Mechanism,equity,accountability,governance_notes,carbon_credit_offsets,carbon_credit_conditions,max_emission_offset,conditions_other,removals_targets,cdr,sinks_and_credits_notes,memberships,gdp_real,annual_revenue,population,industry,sector,employees,market_index,GHG,inventory_year,higher_net_zero,gcap_id
96,2022-05-24 13:07:52,COU-0097,Sierra Leone,SLE,Country,,No,Net zero,,,,,,,,2050,Proposed / in discussion,2020,Other,,,,,,,the indc limits the carbon footprint and intends to maintain the emission levels of sierra leone relatively low (close to the world average of 7.58 mtco2e) by 2035.,,,"The country does not have absolute emission reduction targets. 
Conditional contribution: Through the INDC, Sierra Leone commits to implementing emissions-reduction actions, such as advancing a feed-in tariff for renewable energy technologies, phasing out fossil fuel subsidies, or converting to no-tillage agricultural practices. As a country whose emission levels are relatively low, Sierra Leone could not commit to a certain outcome—for example, reducing greenhouse gas emissions to a specific level. The domestic situation Sierra Leone faces i.e being solely dependent on fuel imports to meet minimum energy needs, reducing emissions further than BAU can only be achieved through country wide LEDs which the country has already adopted. 
Business as usual emissions is estimated to be 6.6 MtCO2e by 2030. This excludes downstream exploitation in the mining/extractive sector. The BAU projection methodology base year is 1990.",https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Sierra%20Leone%20First/SIERRA%20LEONE%20INDC.pdf,https://cop25.mma.gob.cl/wp-content/uploads/2020/02/Annex-Alliance-ENGLISH.pdf,Carbon dioxide and other GHGs,,No,No,No,Not Specified,Not Specified,Not Specified,,"Gases covered: Carbon dioxide (CO2), Methane (CH4) and Nitrous Oxide (N2O) are prioritized. 
Base year for gases covered: 2000/1990 (not relevant where reference level is applied).
Sierra Leone target covers all greenhouse gases included in the 1990 and 2000 inventories under INC and SNC.
https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Sierra%20Leone%20First/SIERRA%20LEONE%20INDC.pdf",Yes,['Schedule for regular review of measures'],Less than annual reporting,Yes,Not Specified,"There is a strategy to report climate change issues. Frequency unknown.

Equity:
i) The country’s capability to implement a climate change contribution is subject to limitations.
ii) The country has a small emissions profile, <0.1% of global emissions and per capita emissions less than 0.2tCO2 per year.
iii) The country does not have absolute emission reduction targets, but chose green growth and a low emission pathway.
The country is determined to continue playing its part in addressing climate change.

https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Sierra%20Leone%20First/SIERRA%20LEONE%20INDC.pdf",Yes,['Must be high environmental integrity'],,,,Yes (unspecified),"Sierra Leone intends to present an intensity based reduction target by 25 to 35% by 2050 in the phase 2020-2030 compared to 1990 including use of international credits.

Unavoidable emissions will have to be compensated through sinks or removals.

To enhance carbon sinks, Sierra Leone proposed to undertake the internationally communicated pre-2020 GHG emissions reduction plans under the Copenhagen Accord.
https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Sierra%20Leone%20First/SIERRA%20LEONE%20INDC.pdf",['Climate Ambition Alliance'],13459068136.105,,8420641,,,,,9450000,2019,,
97,2022-05-23 15:01:59,COU-0098,Sao Tome and Principe,STP,Country,,No,Net zero,,,,,,,,2050,Proposed / in discussion,,Reduction v. BAU,27,,,,0.291,0.4,,2030,,"Conditional: contribute to the reduction of greenhouse gases by about 57 ktCO2eq, which approximately corresponds to a 24% national emission reduction by 2030 related to 2005.","The type of contribution chosen by Sao tome and Principe is based on estimated results for the reduction of GHG emissions below BAU levels by 2030. In 2012, these emissions stood at approx. 154 GgCO2eq, while BAU projections indicate that by 2030 these emissions could reach 400 ktCO2eq, maintained the projected growth parametres adopted. To date the following measures were identified under STP’s contribution: I. Increase of renewables share in energy generation mix; II. reduction of grid power losses and improvement in energy efficiency; and, III. reduction of carbon-intensity of the mobility sector. By implementing these measures, STP will be able to contribute toward reducing GHG emissions by close to 109 GgCO2eq, corresponding to about 27% of emissions reduction by 2030.
https://unfccc.int/sites/default/files/NDC/2022-06/Updated_NDC_STP_2021_EN_.pdf
",https://cop25.mma.gob.cl/wp-content/uploads/2020/02/Annex-Alliance-ENGLISH.pdf,Carbon dioxide and other GHGs,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,"Gases: Carbon, methane, and nitrous oxide (CO2, CH4, N2O, respectively). Excluding the LULUCF sector since the country has been climate-neutral since the start of the national GHG emissions inventory calculations. Sectors: The contribution covers all relevant national economic sectors in relation to GHG emissions even though the LULUCF sector is excluded from projection calculations since total emissions would be negative.
Gases: CO2, CH4, NOx.
https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Sao%20Tome%20and%20Principe%20First/STP_INDC%20_Ingles_30.09.pdf",Yes,"['Schedule for regular review of measures', 'Information on the emission reductions expected from these measures within a certain time period', 'Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)']",Less than annual reporting,Yes,Not Specified,"The measures which Sao Tome and Principe considered as potential contributions: (1) isolated mini power plant (1 MW); (2) hydro power plant connected to the main network (9 MW); (3) photovoltaic solar panels (12 MW); and (4) mini-hydro power plant connected to the main grid (4 MW). The implementation of these measures would mean an introduction of about 47% renewable energy in the national electricity system. Thus, Sao Tome and Principe would be able to reduce greenhouse gases by about 57 ktCO2eq, which approximately corresponds to a 24% national emission reduction by 2030 related to 2005.

The country elaborated a proposal for a monitoring and progress report.

Equity: The country is an absolute sink of greenhouse gases (contributes to the sequestration of CO2) and is one of the countries most affected by climate change. Sao Tome and Principe is willing to make efforts to reduce emissions depending on support it may receive from the international community.
https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Sao%20Tome%20and%20Principe%20First/STP_INDC%20_Ingles_30.09.pdf

Governance: Building off the national and sectoral plans and comprehensive consultations, in 2018, the country elaborated, with support from the NDC Partnership, a NDC Implementation Plan to drive mitigation, adaptation and crosscutting components of its NDC. The NDC Implementation Plan serves as a planning, coordination, transparency, and resource mobilization tool for the Government and is being implemented with support from national and international stakeholders. Equity: Equity and Ambition – The evolution of STP’s emissions is insignificant in comparison to global emissions and in terms of net emissions, as of 2012, it continues as a net CO2 sink country. Nevertheless, STP is ready to make efforts towards the reduction of additional emissions, as it receives financial, and technological resources as well as capacity strengthening support. The evolution of STP’s emissions is insignificant in comparison to global emissions and, in terms of net 2012 emissions, continues to be a net CO2 sink country. Thus, in practical terms, its historic and current contributions towards global emissions is already neutral.",Yes,['Must be high environmental integrity'],,,No,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)","Sao Tome and Principe wants to be supported by market mechanisms with high environmental integrity. Sao Tome and Principe supports the use of market mechanisms including the results of mitigation pre-2020, such as the use of Emission Reduction Certificates generated by CDM projects and programs.

The country is an absolute sink of greenhouse gases, i.e. it contributes to the sequestration of CO2. There is CO2 absorption in forests. Net emissions from LULUCF under the BAU scenario are expected to be around -630 ktCO2eq, indicating that Sao Tome and Principe will continue to be a carbon sink country, in which net absorptions will be -400 ktCO2eq.
https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Sao%20Tome%20and%20Principe%20First/STP_INDC%20_Ingles_30.09.pdf

STP recognises its own acquired experience with the implementation of the Clean Development Mechanism and wishes now, within the context of high environmental integrity, to be supported by market mechanisms that contribute towards sustainable development and establish strong incentives to take advantage of the private sector’s potential. In the medium and long term, it intends to plan and use the carbon market or new market mechanisms. STP supports the use of market mechanisms, including the pre-2020 mitigation results",['Climate Ambition Alliance'],903936937.16991,,218641,,,,,400000,2019,,
98,2022-05-25 12:24:24,COU-0099,Suriname,SUR,Country,,No,Net zero,,,,,,,,,Achieved (self-declared),2014,Other,,,,,,,"sectoral policies and measures: to maintain carbon sink and continue enhanced mitigation contributions from four of six emitting sectors: electricity, road transport, agriculture and forests (see annex 2) renewable electricity non-ghg target",2030,"Suriname's second NDC states that ""Suriname's forests act as a carbon sink of global significance, making it a carbon-negative country."" President Santhoki also referred to Suriname as a carbon negative country at the COP26 in Glasgow (https://www.dbsuriname.com/2021/11/02/president-santokhi-spreekt-cop26-toe-wereld-moet-suriname-erkennen-en-steunen-voor-behoud-bos-en-biodiversiteit/)

The country's most recent GHG Inventory data is from 2008. The 2nd National Communication (2016) and the 2nd NDC (2020) both use this data, but provide different data points. It is not possible to verify whether Suriname is indeed a carbon negative country.","Sectoral policies and measures
Renewable electricity non-GHG target
","Additional/ongoing (not intermediate): to maintain carbon sink and continue enhanced mitigation contributions from four of six emitting sectors: electricity, road transport, agriculture and forests (see annex 2). further work in waste management and reduction in deforestation.
GHG inventory reference year 2008. frel reference period 2000-2015.",https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Suriname%20Second/Suriname%20Second%20NDC.pdf,Carbon dioxide and other GHGs,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,"Greenhouse gases in NDC: CO2, N2O and CH4.
https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Suriname%20First/Suriname%20First%20NDC.pdf
https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Suriname%20Second/Suriname%20Second%20NDC.pdf",No,,Less than annual reporting,No,Not Specified,"Pertains to NDC only (no net zero target)
Promote renewable energy access and the sustainable electrification of +200 villages in the interior by the replacement of diesel with solar supply and solar/hybrid systems from 2020 to 2025. The 2015 conditional contribution ensures the share of renewable energy stays above 25% by 2025. This NDC extends the target with an unconditional contribution to maintain the share of electricity from renewable sources above 35% by 2030.
The Final National Climate Change Policy, Strategy and Action Plan (2014-2021) aims to reduce GHGs (reduce traffic congestion and reuse road material) by amending the legislation to regulate levels from exhaust gases.
Suriname commits to introduce by 2027 vehicle emissions controls. Introduce a low or no emissions limit to exhaust gases/emissions from public and private vehicles such as cars, trucks, buses and other vehicles from 2020 to 2025.
Equity: Suriname‘s climate actions make a significant contribution to the Paris Agreement. Considering Suriname’s domestic circumstances and capabilities, the maintenance of the carbon stock and sectoral emission reductions are undertaken on the basis of equity.
https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Suriname%20Second/Suriname%20Second%20NDC.pdf",Not Specified,,,,,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)","Suriname has a forest carbon sink and commits to maintaining 93% forest cover. The forests store 13.1 Gt CO2e.
https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Suriname%20Second/Suriname%20Second%20NDC.pdf",,8982936694.1205,,612985,,,,,13830000,2019,,
99,2022-06-01 14:20:34,COU-0100,Slovakia,SVK,Country,,No,Net zero,,,,,,,,2050,Proposed / in discussion,2020,Emissions reduction target,40,1990,,,,,,2030,,Reduce GHG emissions by 40% in 2030 compared to 1990,"https://unfccc.int/sites/default/files/resource/LTS%20SK%20eng.pdf

https://ec.europa.eu/clima/sites/lts/lts_sk_en.pdf

https://cop25.mma.gob.cl/wp-content/uploads/2020/02/Annex-Alliance-ENGLISH.pdf ",https://unfccc.int/sites/default/files/resource/LTS%20SK%20eng.pdf,Not Specified,Yes,No,No,No,Not Specified,Not Specified,Not Specified,No,,Yes,,Annual reporting,No,No,,Not Specified,,,,No,Not Specified,,['Climate Ambition Alliance'],171578074325.14,,5447622,,,,,37000000,2019,,
100,2022-05-23 08:10:48,COU-0101,Slovenia,SVN,Country,,No,Climate neutral,,,,,,,,2050,In policy document,2020,Emissions reduction target,36,2005,,,,,,2030,"With the Resolution on Slovenia’s Long-Term Climate Strategy Until 2050 (hereinafter:
Climate Strategy) being adopted to implement paragraph one of Article 15 of Regulation (EU)
2018/1999 of the European Parliament and of the Council of 11 December 2018 on the
Governance of the Energy Union and Climate Action, amending Regulations (EC) No
663/2009 and (EC) No 715/2009 of the European Parliament and of the Council, Directives
94/22/EC, 98/70/EC, 2009/31/EC, 2009/73/EC, 2010/31/EU, 2012/27/EU and 2013/30/EU of
the European Parliament and of the Council, Council Directives 2009/119/EC and (EU)
2015/652 and repealing Regulation (EU) No 525/2013 of the European Parliament and of the
Council (OJ L 328, 21.12.2018, p. 1), the Republic of Slovenia sets a clear objective, i.e. to
attain net zero emissions or climate neutrality by 2050.By setting the climate objective, the
Climate Strategy is determining the goal of attaining net zero emissions by 2050 to other
sectors and their sectoral policies. It also sets the strategic sectoral objectives for 2040 and
2050, which individual sectors must observe consistently and incorporate in their sectoral
documents and plans.",36% by 2030 compared to 2005,https://www.gov.si/en/news/2020-02-27-the-government-adopts-the-integrated-national-energy-and-climate-plan-of-the-republic-of-slovenia/,https://unfccc.int/sites/default/files/resource/LTS1_SLOVENIA_EN.pdf,Carbon dioxide and other GHGs,Not Specified,No,No,No,Not Specified,Not Specified,Not Specified,No,,Yes,"['Measures for all emission scopes that are covered by the target', 'Information on the emission reductions expected from these measures within a certain time period', 'Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)', 'Schedule for regular review of measures']",Annual reporting,No,No,,No,,,,No,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)",,['Climate Ambition Alliance'],84216673258.806,,2119410,,,,,16810000,2019,,
101,2022-05-17 03:14:49,COU-0102,Sweden,SWE,Country,,No,Net zero,,,,,,,,2045,In law,2018,Emissions reduction target,63,1990,,,,,,2030,"After 2045, Sweden shall 'thereafter achieve negative emissions.'","By 2030, emissions from domestic transport, excluding domestic aviation, will be reduced by at least 70 per cent compared with 2010. By 2030, emissions in Sweden in the sectors that will be covered by the EU Effort Sharing Regulation should be at least 63 per cent lower than in 1990. By 2040, emissions in Sweden in the sectors that will be covered
by the EU Effort Sharing Regulation should be at least 75 per cent lower than in 1990.","https://www.government.se/495f60/contentassets/883ae8e123bc4e42aa8d59296ebe0478/the-swedish-climate-policy-framework.pdf

https://www.government.se/49c150/contentassets/811c575eb9654a6383cf0ed4e0d5db14/the-swedish-climate-act.pdf",https://www.government.se/495f60/contentassets/883ae8e123bc4e42aa8d59296ebe0478/the-swedish-climate-policy-framework.pdf,Carbon dioxide and other GHGs,Yes,No,No,No,Not Specified,Not Specified,Not Specified,No,,Yes,"['Measures for all emission scopes that are covered by the target', 'Information on the emission reductions expected from these measures within a certain time period', 'Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)', 'Schedule for regular review of measures']",Annual reporting,Yes,No,"The Government is required to present a climate report every year in its Budget Bill. Every fourth year, the Government is required to draw up a climate policy action plan to describe how the climate goals are to be achieved.",Yes,['No conditions specified'],,,No,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)","In addition, supplementary measures are needed to attain net zero emissions and negative emissions after 2045. Swedish forests and land removes carbon dioxide and the total removals remain at a high level and in 2018, net removals stood at just under 41 million tonnes of carbon dioxide equivalents.",['Climate Ambition Alliance'],552562174658.76,,10467097,,,,,29870000,2021,,
102,2022-05-23 14:59:49,COU-0103,Seychelles,SYC,Country,,No,Net zero,,,,,,,,2050,In policy document,,Other,,,,,,,"the republic of seychelles will reduce the economy-wide absolute ghg emissions by 122.5 ktco2e (21.4%) in 2025 relative to baseline emissions.
emissions reduction relative to business-as-usual baselines.",2025,,"Business As Usual scenario of emission projections based on economic growth in the absence of climate change policies, starting from 2010 in the case of public electricity and land transport sub-sectors (to which non-GHG outcomes have been applied) and 2012 for emission from solid waste management.",https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Seychelles%20First/INDC%20of%20Seychelles.pdf,https://cop25.mma.gob.cl/wp-content/uploads/2020/02/Annex-Alliance-ENGLISH.pdf,Carbon dioxide and other GHGs,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,"Gases are CO2 and CH4. Emissions from other gases are insignificant.
https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Seychelles%20First/INDC%20of%20Seychelles.pdf",Yes,"['Schedule for regular review of measures', 'Information on the emission reductions expected from these measures within a certain time period']",Less than annual reporting,Yes,Not Specified,"The renewable energy sources together with legislation can contribute with 15% - 20% renewable energy in the supply matrix in 2030.  
Implementation of the policies can save 15% - 30% of electricity consumption towards 2030 compared to the baseline.
The Energy Policy proposed in 2010 set a target for 15% of energy supply to be met from renewable energy sources in 2030. 
The process of implementing the vision will be reviewed and reported by the Ministry of Environment, Energy and Climate Change.

Equity: Seychelles is an insignificant emitter of GHGs by world standard as it accounted for only 0.001% of the global emissions of GHGs in 2000 and less than 0.003% of world emissions in 2011.  In this context, the contribution of Seychelles is considered fair and ambitious.
https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Seychelles%20First/INDC%20of%20Seychelles.pdf",No,,,,,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)","No intention to use market-based mechanisms to meet target.

The sink capacity of forests was 837,380 tCO2 in 2000 with an expected loss in sink capacity of 1% every 5 years.  
Excluding the offsetting capacity of ocean biomass and marine ecosystems (or blue carbon), Seychelles was a net sink of GHGs in 2000 at -564,232 tCO2e. Republic of Seychelles is a net sink and will remain a net sink in 2030. 
https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Seychelles%20First/INDC%20of%20Seychelles.pdf",['Climate Ambition Alliance'],2694292128.7299,,106471,,,,,780000,2019,,
103,2022-06-19 18:37:19,COU-0104,Chad,TCD,Country,,No,Net zero,,,,,,,,2050,Proposed / in discussion,2020,Emissions reduction target,19.3,2018,,,,,,2030,,"Unconditional reduction of 19.3% of the country’s emissions compared to the reference scenario by 2030,","Other URLs
https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Chad%20First/INDC%20Chad_Official%20version_English.pdf
https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Chad%20First/CDN%20ACTUALISEE%20DU%20TCHAD.pdf",https://cop25.mma.gob.cl/wp-content/uploads/2020/02/Annex-Alliance-ENGLISH.pdf,Carbon dioxide and other GHGs,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,"Les actions couvrent essentiellement les secteurs de la production d’électricité, de l’industrie, du résidentiel, de la pêche et de la foresterie. Deux scénarios sont considérés pour les projections d’émissions : un scénario inconditionnel (où seules les actions financées au niveau national sont mises en œuvre) et un scénario conditionnel (avec des actions d’atténuation supplémentaires couvertes par des appuis internationaux)

The actions mainly cover the sectors of power generation, industry, residential, fishing and forestry. Two scenarios are considered for the emissions projections: an unconditional scenario (where only actions financed at the national level are implemented) and a conditional scenario (with additional mitigation actions covered by international support)",Yes,['Measures for all emission scopes that are covered by the target'],Less than annual reporting,,Not Specified,,Not Specified,,,,,Not Specified,,['Climate Ambition Alliance'],24489625095.386,,17179740,,,,,105680000,2019,,
104,2022-05-24 08:22:16,COU-0105,Togo,TGO,Country,,No,Net zero,,,,,,,,2050,Proposed / in discussion,2020,Emissions reduction target,20.51,2010,,,,,,2030,,"GHG reduction rate of 11.14% compared with Togo’s total 2030 emissions based on the baseline year (2010).
Unconditional NDC: 11.14% emission reduction below business-as-usual (BAU) and compared to the baseline scenario by 2030.
Conditional NDC: 31.14% emission reduction below BAU by 2030.

'De façon globale, la contribution du Togo s’élève à 50,57%, soit 15 378,55 Gg CO2-eq à l’horizon 2030 répartie comme suit : ✓ Cible inconditionnelle : 20,51% ; ✓ Cible conditionnelle : 30,06%.' (p12) - overall contribution of 50.57% or 15,378.55 Gg CO2-eq, unconditional target 20.51% and conditional target 30.06%
https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Togo%20First/CDN%20Revis%C3%A9es_Togo_Document%20int%C3%A9rimaire_rv_11%2010%2021.pdf","https://www.ndcs.undp.org/content/ndc-support-programme/en/home/our-work/geographic/africa/Togo.html
https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Togo%20First/INDC%20Togo_english%20version.pdf",https://cop25.mma.gob.cl/wp-content/uploads/2020/02/Annex-Alliance-ENGLISH.pdf,Carbon dioxide and other GHGs,,No,No,No,Not Specified,Not Specified,Not Specified,,"Gases covered: CO2, CH4, N2O.",Yes,"['Information on the emission reductions expected from these measures within a certain time period', 'Schedule for regular review of measures', 'Measures for all emission scopes that are covered by the target', 'Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)']",Less than annual reporting,Yes,Not Specified,"Periodic reviews of INDC implementation and updates.
Biennial update report (https://unfccc.int/sites/default/files/resource/tgo.pdf).
Togo's greenhouse gas emissions in 2010 (baseline year) represented just 0.05% of total emissions worldwide. 
Togo commits to limit temperature rise to 2°C by 2030. Togo implemented activities to reduce greenhouse gas emissions, especially in the energy, agriculture and LULUCF (land use, land-use change and forestry) sectors. 

In terms of road transport, the planned actions aim to reduce the consumption of fossil fuels in Togo by 20% over the course of the period under review, by improving the road system, promoting the use of public transport, reducing the average age of imported vehicles (to 5-7 years) and promoting active modes of transport (bicycles, walking, bike paths).

Equity:
Togo is a small country that emits almost no GHGs and so has virtually no responsibility in terms of global warming. Through its INDC, Togo proposes to focus on carbon-lean sustainable development, by encouraging sustainable practices, whereas the easy solution would simply be to continue using fossil fuels while they are still available.
According to the IPCC, the estimated worldwide GHG emissions for 2010 totalled roughly 40,000 Mt of CO2e. The emissions from the Republic of Togo for the same year were estimated at 20.45 Mt of CO2e, representing about 0.05% of the total volume. The emissions are non-significant compared with worldwide emissions.

From the NDC:
Public plan: p25-27, containing specific information on the extent to which measures will be applied, e.g. 'Porter à 3% la part des véhicule électriques dans l’acquisition des véhicules neuf d’ici à 2025' - increase to 3% the share of electric vehicles in the acquisition of new vehicles by 2025 (p25) Public reporting: biannual reports; 'Les informations sur les mises à jour effectuées seront incluses dans les rapports biennaux sur la transparence (BTR).' (p19) Equity: reference to equity in p31, stating that the following indicators must be taken into consideration: responsibility in past and present GHG emissions, ability to invest in mitigation measures, and mitigation potential and costs",Yes,['Other conditions'],,"From NDC: 'Le Togo mérite d'explorer le potentiel de la coopération bilatérale, multilatérale et régionale adaptée sur le marché, y compris dans le contexte de l'article 6 de l'AP, qui peut faciliter, accélérer et améliorer le développement et le transfert de technologies, le renforcement des capacités et l'accès aux ressources financières qui soutiennent la transition durable du Togo vers une croissance à faibles émissions et résiliente au changement climatique.' (p31) - Togo will explore the potential of regional markets, including in the context of Paris Agreement Art 6, which can facilitate, accelerate, and improve the technology development and transfer, capacity building, and access to resources that support Togo's sustainable transition towards low-emission and climate-resilient growth climate change",,"Yes (CCS-based removals e.g. BECCS, DACCS)","In the first BUR, submitted in 2017, Togo reported information on the national GHG inventory for the years 1995–2015. This included removals of CO2, CH4 and N2O for sinks.
https://unfccc.int/sites/default/files/resource/tgo.pdf

From NDC: Traded credits: 'Le Togo reconnaît le rôle important de la coopération internationale basée sur le marché pour contribuer à l'atténuation des émissions de GES et à la promotion du développement durable. Le Togo mérite d'explorer le potentiel de la coopération bilatérale, multilatérale et régionale adaptée sur le marché, y compris dans le contexte de l'article 6 de l'AP' - Togo will explore the potential of bilateral, multilateral, and adapted regional markets (p30) Nature-based removals: restoration of existing forest landscapes, reforestation (full list on p26) CCS-based: Togo wants investment for its CCS (p67)",['Climate Ambition Alliance'],18368569199.453,,8644829,,,,,8710000,2019,,
105,2022-12-08 11:13:43,COU-0106,East Timor,TLS,Country,,No,No target,,,,,,,,,,,,,,,,,,,,"-   The INDC of Timor-Leste has not determined the reduction target of GHG emissions in all source categories, including energy sector.",,"'Timor-Leste maintains the intention to refrain from setting a quantified emissions reduction target.(Updated NDC, p34)
- By 2030 it is estimated that the GHG emissions would reach 2,254 Gg CO2e. With mitigation policies, this rate of emissions could be reduced by about 30%
https://unfccc.int/sites/default/files/resource/Second%20National%20Communication%2C%20Timor-Leste.pdf",https://unfccc.int/sites/default/files/NDC/2022-11/Timor_Leste%20Updated%20NDC%202022_2030.pdf,Carbon dioxide and other GHGs,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,"CO2, CH4, N2O.

Timor-Leste pursued policies and regulations including the decree law on import and use of ozone depleting substances.",No,,Less than annual reporting,Yes,Not Specified,"Reduce dependency on fuel imports. Renewable energy for rural communities. Phase out HCFCs and replace with low GWP HFCs. By 2030, 7.5 MT of HCFC-22 (13.6 Gg CO2e) in the country will be phased out.

Equity: Emissions are under 0.006% of global emissions. Highly vulnerable to climate change. Efforts to increase climate resilience. (Updated NDC, p34)

On reporting mechanism: Timor-Leste to submit its first Biennial Transparency Report in 2024 (Updated NDC, p50)",Not Specified,,,,No,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)","On traded offset, 'Timor-Leste is committed to exploring opportunities to benefit from the mechanisms and potential established under Article 6' (Updated NDC, p63)

Forest carbon sink (Updated NDC, p31). Explore carbon sequestration in mangroves.",['Climate Ambition Alliance'],5403884800.08,,1320942,,,,,6380000,2019,,
106,2022-06-12 13:26:15,COU-0107,Tonga,TON,Country,,No,Net zero,,,,,,,,2050,Proposed / in discussion,2021,Other,,,,,,,70% of electricity generation from renewable sources by 2030.,2030,,50% of electricity generation from renewable sources by 2020.,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Tonga%20First/Tonga%20INDC.pdf,https://cop25.mma.gob.cl/wp-content/uploads/2020/02/Annex-Alliance-ENGLISH.pdf,Carbon dioxide and other GHGs,,No,No,No,Not Specified,Not Specified,Not Specified,No,"Gases: carbon dioxide, methane, and nitrous oxide.
https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Tonga%20First/Tonga%20INDC.pdf",Yes,"['Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)']",Less than annual reporting,Yes,Not Specified,"There is a plan to increase from 50% to 100% of renewable energy in total electricity production by 2030. 
Plan to include diesel engines efficiency services training to reduce fossil fuel consumption.
The Third National Greenhouse Gas Inventory Report, once completed, will present Tonga’s circumstance, plans and needs.
Statement on “Fair and Ambitious”: Tonga is one of the most at-risk countries in the world in terms of its exposure to the unfolding effects of climate change. The need for Tonga to invest large portions of its public service capacity in the ambitious quest to achieve climate resilience objectives is a consequence of the emissions of other large countries.
https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Tonga%20First/Tonga%20INDC.pdf",No,,,,No,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)","Forest and grassland conversion of biomass represents a source of slightly larger magnitude than energy industries and transport combined. However this is offset by removals from forests, making Tonga a net carbon sink overall, in the order of 1691.97 Gg CO2e. The forests absorb substantially more greenhouse gas emissions than is emitted through all other sources.
https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Tonga%20First/Tonga%20INDC.pdf

Carbon sequestration from living biomass: https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Tonga%20Second/Tonga%27s%20Second%20NDC.pdf",['Climate Ambition Alliance'],707513060.855294,,106017,,,,,310000,2019,No,
